frequency_ghz,cold_load,hot_load
0.234375000,251063000.138888896,255816982.147777766
0.234619141,249458362.074999988,254278543.832777768
0.234863281,249027607.009444445,253781364.516666681
0.235107422,248974654.699444443,253754908.903888881
0.235351562,249013459.310555547,253796081.082222223
0.235595703,249214557.462777764,254003246.567777783
0.235839844,249133292.245000005,253885358.052222222
0.236083984,248818442.872777790,253578831.942222208
0.236328125,248628068.615000010,253361296.955555558
0.236572266,248498453.703333348,253236980.386111110
0.236816406,248395825.632222235,253205258.773333341
0.237060547,248449614.082777768,253264680.852222234
0.237304688,248337637.294444442,253124959.284444451
0.237548828,248208007.335555553,252981312.887222230
0.237792969,248396021.586666673,253215268.987222224
0.238037109,248437086.633333325,253242903.582777768
0.238281250,248621148.841111124,253382689.071666658
0.238525391,248575578.074999988,253344731.202777773
0.238769531,248519413.463333338,253346248.378333330
0.239013672,248482630.824444443,253321367.257222235
0.239257812,248487671.860000014,253313145.617777765
0.239501953,248525701.651666671,253326310.123888880
0.239746094,256906290.502222210,263031229.061666667
0.239990234,305653020.403333306,319832148.696111083
0.240234375,259764513.291111112,266422973.081111103
0.240478516,247844480.992222220,252634505.962222219
0.240722656,247644884.028333336,252389634.882222235
0.240966797,248195913.875000000,252951332.368333340
0.241210938,248202461.085000008,252977702.537777781
0.241455078,248175513.130555570,252934391.313333333
0.241699219,248117984.416111112,253171348.642222226
0.241943359,248198233.962222219,253597503.307777792
0.242187500,248330048.623333335,253157638.794444442
0.242431641,247823808.094444454,252599388.148888886
0.242675781,247658925.921666652,252400640.527777791
0.242919922,247634534.423888892,252370134.002777785
0.243164062,247537323.395555556,252291678.181111097
0.243408203,247514685.061666667,252242517.735000014
0.243652344,247556926.693333328,252300502.509999990
0.243896484,247527340.245555550,252294351.310555547
0.244140625,247326159.254999995,252071660.648333341
0.244384766,247092316.481666654,251847584.737222224
0.244628906,246887596.697777778,251670034.298888892
0.244873047,246802878.911111116,251552944.941111118
0.245117188,246714094.115000010,251453197.653888881
0.245361328,246667875.589444458,251428053.006666660
0.245605469,246552514.110000014,251327455.185000002
0.245849609,246562722.844999999,251336697.404444456
0.246093750,247150907.546666652,251952160.399444431
0.246337891,246584226.995000005,251360917.240000010
0.246582031,246328885.235555559,251093172.616111100
0.246826172,246175896.960000008,250969498.117222220
0.247070312,246189362.170555562,250961732.779444456
0.247314453,246097152.909999996,250875665.087222219
0.247558594,245983887.774444431,250780433.448333323
0.247802734,246032791.530555546,250867248.293333322
0.248046875,246278530.808333337,251167308.404444456
0.248291016,245651959.974444449,250556829.131666660
0.248535156,245446402.199444443,250364882.830000013
0.248779297,245726783.573333323,250602248.131666660
0.249023438,245824554.339444458,250705788.875000000
0.249267578,245617869.484444439,250478538.837777764
0.249511719,245513084.579444438,250388766.657777786
0.249755859,548838758.058888912,557936938.199444413
0.250000000,2142554095.137222290,2173925597.334444523
0.250244141,544301954.022777796,553270312.282777786
0.250488281,245631365.438333333,250519731.783888876
0.250732422,245713470.782222211,250564145.056666672
0.250976562,245846937.400555551,250684254.812777787
0.251220703,245699568.811666667,250565325.981666654
0.251464844,245609513.531111121,250457239.991111100
0.251708984,245733180.072222233,250599014.451666653
0.251953125,246142386.883333325,251036571.816111118
0.252197266,245819414.128888875,250663418.926666677
0.252441406,245582103.171666652,250433197.942777783
0.252685547,245563742.358888894,250364241.278888881
0.252929688,245576052.454444438,250360609.046111107
0.253173828,245538793.153888881,250363809.068888903
0.253417969,245529023.796666652,250335054.445555568
0.253662109,245681701.353333324,250415055.083333343
0.253906250,246104972.627222210,250813270.819999993
0.254150391,245824198.242777765,250555283.080000013
0.254394531,245734841.048888892,250470300.303333342
0.254638672,245796660.482777774,250470093.777777791
0.254882812,245797810.177222222,250462340.121111125
0.255126953,245845384.522222221,250498109.444999993
0.255371094,245835096.733333319,250493393.547222227
0.255615234,245877482.599444449,250520149.321111113
0.255859375,245964023.535555542,250599060.416666657
0.256103516,246088617.080555558,250727430.256111115
0.256347656,246017347.416111112,250654444.896666676
0.256591797,245925404.792777777,250525481.482777774
0.256835938,245893337.853333324,250534267.978333324
0.257080078,245923372.962222219,250506773.243333340
0.257324219,245906793.354444444,250466149.339444458
0.257568359,245931528.015555561,250474810.575555563
0.257812500,245838364.653888881,250423177.922222227
0.258056641,245773347.183888882,250364342.547777772
0.258300781,245726605.108333319,250261597.088333338
0.258544922,245751648.047222227,250307297.377777785
0.258789062,245769806.058333337,250316297.308333337
0.259033203,245738402.157222211,250283334.232222229
0.259277344,245697866.523333341,250221024.245000005
0.259521484,245702299.921111107,250250335.341111124
0.259765625,256311765.995555550,261091288.414444447
0.260009766,298843987.627222240,304531226.144999981
0.260253906,253726251.286666662,258418526.808888882
0.260498047,245654860.534999996,250134954.873888880
0.260742188,245470833.957777768,249914702.363333344
0.260986328,245372358.840000004,249864755.217222214
0.261230469,245295942.147777766,249830231.861111104
0.261474609,245255323.820555568,249774814.219444454
0.261718750,245495681.175555557,250759457.893333346
0.261962891,245546045.779444456,251265512.807777792
0.262207031,245230357.943888903,249750960.303888887
0.262451172,244748670.732777774,249256247.998888880
0.262695312,245016067.546111107,249496287.239444435
0.262939453,245174938.846666664,249675647.976666659
0.263183594,245112594.469444454,249604628.376111120
0.263427734,245131264.921666652,249611241.316111118
0.263671875,245106011.257777780,249648671.455555558
0.263916016,245167907.752777785,249672498.144444436
0.264160156,245193331.906111121,249703752.360555559
0.264404297,245160954.578333348,249674764.795555562
0.264648438,245082630.918333322,249620644.302222222
0.264892578,245111781.972777784,249645325.661111116
0.265136719,245066433.986111104,249596791.915555567
0.265380859,245076713.290555567,249578585.652222216
0.265625000,244889457.104999989,249393132.489444435
0.265869141,245149079.916666657,249611506.213333338
0.266113281,245186906.084444433,249672244.022222221
0.266357422,245128653.223888874,249596887.991111100
0.266601562,245153538.430555552,249662871.335555553
0.266845703,245368723.235555559,249929041.055555552
0.267089844,245447262.821111113,250012777.635555565
0.267333984,245564466.568333328,250190427.213888884
0.267578125,245665258.458333343,250278555.812777787
0.267822266,245814996.746111125,250477430.798333347
0.268066406,246009319.207777768,250697067.976666659
0.268310547,246187555.023888886,250911029.376111120
0.268554688,246121487.365555555,250837207.682777792
0.268798828,246121775.239444435,250793731.727222234
0.269042969,246212229.089444458,250894661.268888891
0.269287109,246315386.696666658,251027039.206111103
0.269531250,246531997.677222222,251198591.824999988
0.269775391,246698245.789444447,251374125.284999996
0.270019531,246914976.733888894,251667001.090555549
0.270263672,246845602.975555569,251525426.464444458
0.270507812,246923296.195555568,251645911.788888901
0.270751953,247056823.198888898,251814156.768333346
0.270996094,247091514.694444448,251915197.210555553
0.271240234,247251800.928333342,252004919.736111104
0.271484375,247292499.428333342,252040844.748333335
0.271728516,247403657.382777780,252120557.400555551
0.271972656,247469005.087222219,252232034.919444442
0.272216797,247627510.777777791,252367310.800555557
0.272460938,247713699.293888897,252392191.374444455
0.272705078,247733611.333333343,252350518.246111125
0.272949219,247736514.542222232,252345266.629999995
0.273193359,247719858.468333334,252361775.047777772
0.273437500,247553962.485555559,252208166.302222222
0.273681641,247737433.052222222,252356024.824999988
0.273925781,247736675.029444456,252354793.990000010
0.274169922,247754598.161111116,252381369.061111122
0.274414062,247805570.151111126,252427947.110555559
0.274658203,247862611.216666669,252432575.496111125
0.274902344,247838942.542777777,252384384.181666672
0.275146484,247884470.898888886,252506020.558333337
0.275390625,247947457.860000014,252573182.889999986
0.275634766,248003090.666111112,252663001.048888892
0.275878906,248098227.992222220,252813793.360555559
0.276123047,248467320.549444437,253351634.981666654
0.276367188,248772975.553333342,253737596.662222236
0.276611328,248617787.246111125,253492960.134444445
0.276855469,248323576.201666653,253164798.511666656
0.277099609,248185826.310555547,253103211.397777766
0.277343750,248278476.696666658,253293734.695555568
0.277587891,248318411.227777779,253434943.592777789
0.277832031,248349070.708888888,253529260.352777779
0.278076172,248599668.823333323,253782253.795555562
0.278320312,248475355.046111107,253552579.878888875
0.278564453,248463878.564999998,253525830.797222227
0.278808594,248510679.992222220,253635322.264999986
0.279052734,248537374.020000011,253627465.856666654
0.279296875,248528183.383333325,253566493.909999996
0.279541016,248588744.799444437,253610227.522777766
0.279785156,259539249.470555544,263601852.157222211
0.280029297,289428837.050555527,290906733.423333347
0.280273438,253495986.142222226,258139893.376111120
0.280517578,249288484.956666678,254317444.243888885
0.280761719,249101560.011666656,254099085.213333338
0.281005859,248900234.408888876,253859235.003888875
0.281250000,248315349.161111116,253235971.099444449
0.281494141,248889000.825555563,253856323.566111118
0.281738281,249108943.323333323,254648930.217777789
0.281982422,249215918.565555543,254837337.622222215
0.282226562,249226787.074999988,254157226.092777789
0.282470703,249263113.830555558,254167268.328333348
0.282714844,249394766.180000007,254303487.416666657
0.282958984,249565732.161666662,254461109.848888874
0.283203125,249686124.816666663,254568152.452222228
0.283447266,249812383.602222234,254754114.941666663
0.283691406,249970248.013888896,254917801.125555545
0.283935547,250263225.921666652,255117234.884444445
0.284179688,250757724.721111119,255645687.466111124
0.284423828,251498959.914444447,256341448.517777771
0.284667969,251460332.325555563,256255341.810000002
0.284912109,251025836.034999996,255762772.693333328
0.285156250,250947031.029444456,255669091.200555563
0.285400391,250949163.132222235,255639261.435555547
0.285644531,251030207.951111108,255682987.052777767
0.285888672,251178950.036666662,255829007.312222213
0.286132812,251326737.492222220,255987936.037222236
0.286376953,251507367.272777766,256133744.046666652
0.286621094,251592265.192777783,256292797.895555556
0.286865234,251791702.438333333,256684709.389444441
0.287109375,251964386.556666672,256847015.852222234
0.287353516,252062381.928888887,256949822.310555547
0.287597656,252157855.280555546,257079224.885555565
0.287841797,252371247.816666663,257404348.651666671
0.288085938,252590845.326666653,257748306.495555550
0.288330078,252962605.221666664,258113546.407777786
0.288574219,253209381.870555550,258309628.833888888
0.288818359,253138473.842777789,258242027.056111097
0.289062500,252807486.848333329,257955510.433888882
0.289306641,252934622.899444431,258087264.095555544
0.289550781,252944817.708888888,258117502.674444437
0.289794922,253001879.222222209,258124264.606666654
0.290039062,253118311.435000002,258259782.560555547
0.290283203,253125401.389999986,258359498.057777792
0.290527344,253148826.053888887,258486323.997777790
0.290771484,253232934.064444453,258596712.794444442
0.291015625,253279346.444444448,258599723.466111124
0.291259766,253359430.815555543,258719649.372777790
0.291503906,253580239.356111109,259000674.338333338
0.291748047,253814116.131111115,259303700.103888899
0.291992188,253683573.300000012,259178267.853333324
0.292236328,253919155.227222234,259398402.703888893
0.292480469,254316474.225555569,259604573.333333343
0.292724609,254398122.879444450,259636476.275000006
0.292968750,254160560.191111118,259466018.078333348
0.293212891,253980634.882222235,259342934.578333348
0.293457031,253864746.811111122,259236252.353333324
0.293701172,253713358.126111120,259120972.454444438
0.293945312,253814578.266111106,259441516.949444443
0.294189453,253983849.672222227,259861167.745000005
0.294433594,254002756.457222223,260092374.039999992
0.294677734,254085726.736666679,260098281.895000011
0.294921875,254104533.102222234,259907465.800555557
0.295166016,254159815.352222234,259739661.053888887
0.295410156,254156213.183333337,259463195.694444448
0.295654297,254187662.554444432,259327401.342777789
0.295898438,254202741.105555564,259177478.719999999
0.296142578,254289856.461111099,259283300.409444451
0.296386719,254397708.073888898,259389296.791666657
0.296630859,254906289.315555543,259956559.806666672
0.296875000,256559385.525555551,261879716.806111097
0.297119141,254906074.335555553,260071498.973888874
0.297363281,254583523.250000000,259649009.173888892
0.297607422,254645468.062222213,259689693.588888884
0.297851562,254796493.315555543,259826665.226111114
0.298095703,254948851.808333337,260023350.276666671
0.298339844,255021817.757222235,260077239.673333347
0.298583984,255163158.417777777,260189225.274444431
0.298828125,255237975.314999998,260233552.362222224
0.299072266,255376774.466111124,260332127.627222210
0.299316406,255464417.223888874,260394598.255555570
0.299560547,255695108.136111110,260612466.862777770
0.299804688,326327898.103888869,333829450.994444430
0.300048828,458430755.110555530,471006393.906666696
0.300292969,270804548.914444447,276283408.725000024
0.300537109,256190753.669999987,261119597.436111122
0.300781250,256466898.155555546,261396528.367222220
0.301025391,256616745.737222224,261559287.748888880
0.301269531,256673351.693333328,261615443.066666663
0.301513672,256762623.885555565,261750762.489444435
0.301757812,257053498.538333327,263124495.908333331
0.302001953,257153187.551666677,263197510.801111102
0.302246094,257093574.867222220,262085619.736666679
0.302490234,257164629.753333330,262125762.457777768
0.302734375,257365928.036666662,262316750.165555567
0.302978516,257515125.245000005,262497098.131111115
0.303222656,257620615.886666656,262549623.881666660
0.303466797,257747090.427222222,262675283.603333324
0.303710938,257850156.999444455,262802907.933888882
0.303955078,257924509.636111110,262876918.094999999
0.304199219,257971395.951666653,262874676.406111121
0.304443359,258040846.976111114,262959168.150555551
0.304687500,257930474.488333344,262877551.713888884
0.304931641,258115656.897222221,263026477.708888888
0.305175781,258138083.917222232,263065663.557777792
0.305419922,258224175.433888882,263145914.861666679
0.305664062,258281345.928333342,263185886.901111126
0.305908203,258323664.246666670,263267663.402777791
0.306152344,258351821.868888885,263336048.972222209
0.306396484,258415732.673888892,263351078.605555564
0.306640625,258438505.361666679,263389556.901666671
0.306884766,258469482.062777787,263506554.180555552
0.307128906,258482856.932222217,263519507.162777781
0.307373047,258589682.072222233,263603973.827777773
0.307617188,258605624.686111122,263639339.386111110
0.307861328,258645330.701666653,263705400.690555543
0.308105469,258716734.860000014,263743907.401111126
0.308349609,258779438.369444430,263835643.639999986
0.308593750,258966487.172777772,264029983.718888879
0.308837891,259075559.435555547,264136668.604444444
0.309082031,259054938.487777770,264103944.727777779
0.309326172,259022467.158888876,264088533.353888899
0.309570312,259044856.794444442,264092838.101111114
0.309814453,259165442.241666675,264157144.570555568
0.310058594,259135376.241111100,264234462.651111126
0.310302734,259103246.946666658,264198869.768333346
0.310546875,259118105.527222216,264176752.327777773
0.310791016,259188488.668333322,264257920.724999994
0.311035156,259212037.025000006,264276141.601666659
0.311279297,259251912.170555562,264313687.997222215
0.311523438,259261617.359444439,264312246.673333347
0.311767578,259327980.838888884,264362868.431666672
0.312011719,259305086.169999987,264355973.855555564
0.312255859,258959959.421666652,264050052.455555558
0.312500000,257887756.987777770,263096468.389444441
0.312744141,258912872.662777781,264025344.733888894
0.312988281,259316604.880555570,264336578.430555552
0.313232422,259374891.693333328,264360672.900000006
0.313476562,259372211.121666670,264366778.254444450
0.313720703,259386392.990555555,264356157.861666679
0.313964844,259370141.922222227,264340587.423888892
0.314208984,259419445.062222213,264353508.489444435
0.314453125,259428587.211666673,264364754.312777787
0.314697266,259433158.636111110,264388110.814444453
0.314941406,259420301.706111103,264346866.546111107
0.315185547,259462789.762222230,264360951.512222230
0.315429688,259482760.717777789,264370051.146111101
0.315673828,259520514.701666653,264442679.403888881
0.315917969,259533571.829444438,264456433.153333336
0.316162109,259618867.073888898,264531524.790555567
0.316406250,259793397.033333331,264680409.833888888
0.316650391,259906927.974444449,264793905.613888890
0.316894531,259986382.289999992,264818194.351111114
0.317138672,260033818.798333347,264886416.864444435
0.317382812,259998314.813333333,264906722.812222213
0.317626953,260087766.452222228,264971520.363333344
0.317871094,260107727.307222217,264947605.990555555
0.318115234,260170533.268888891,264973937.369444430
0.318359375,260150562.163333327,264963425.715000004
0.318603516,260153780.593333334,264962643.634999990
0.318847656,260099280.838333338,264897754.328888893
0.319091797,260087087.095555544,264887443.249444455
0.319335938,260069610.074444443,264898418.164999992
0.319580078,260074968.148888886,264891560.453888893
0.319824219,263404822.313888878,268085057.463888884
0.320068359,267117240.390555561,271669711.829444468
0.320312500,260129179.694999993,264936932.554444432
0.320556641,259786843.388333321,264608897.807777792
0.320800781,259688547.513333321,264530572.321111113
0.321044922,259622948.262222230,264472065.471666664
0.321289062,259570383.698888898,264393431.111666679
0.321533203,259552929.084444433,264386076.414999992
0.321777344,260131813.511111110,266858677.889999986
0.322021484,259906856.008333325,266090578.434444457
0.322265625,259268880.780000001,264098768.141666681
0.322509766,259202047.496111125,263936657.443333328
0.322753906,259151138.078333348,263929928.001111120
0.322998047,259089379.048333347,263893410.982777774
0.323242188,259066194.187777787,263788255.062222213
0.323486328,259006960.261111110,263684963.578333348
0.323730469,258844306.204444438,263600817.640555561
0.323974609,258740096.823333323,263519292.227777779
0.324218750,258742019.604999989,263502601.735000014
0.324462891,258657661.857777774,263430540.078888893
0.324707031,258400133.072222233,263179491.626111120
0.324951172,257199406.763888896,261989575.111666679
0.325195312,257904024.798888892,262634732.707777768
0.325439453,258335812.012777776,263057114.077777773
0.325683594,258179810.942222208,262978971.684444457
0.325927734,258103319.691666663,262876787.512222230
0.326171875,257977290.620000005,262712971.838333338
0.326416016,257870700.790555567,262649959.703333348
0.326660156,257731975.799444437,262534178.139999986
0.326904297,257624896.780000001,262522213.545555562
0.327148438,257587175.345555544,262421147.602777779
0.327392578,257522085.858333319,262403397.394444436
0.327636719,257408344.075555563,262314666.405555546
0.327880859,257444320.883888900,262327178.693888903
0.328125000,257668504.770000011,262465237.318888903
0.328369141,257235909.767222226,262110561.571666658
0.328613281,257065955.207222223,261957773.509444445
0.328857422,257009706.640555561,261890968.883333325
0.329101562,256972233.613888890,261833925.141666681
0.329345703,256956458.180000007,261828975.693333328
0.329589844,256857039.328888893,261753056.306111097
0.329833984,256806639.165555567,261763019.142777771
0.330078125,256752880.067222208,261683420.574999988
0.330322266,256728324.202777773,261632760.477777779
0.330566406,256668206.039444447,261538744.907777786
0.330810547,256667440.923888892,261542937.844999999
0.331054688,256607441.446111113,261455313.897777766
0.331298828,256504242.967222214,261387525.027222216
0.331542969,256525065.464444458,261363636.023333341
0.331787109,256483815.087777764,261308637.633333325
0.332031250,256553079.413333327,261389448.912222236
0.332275391,256519194.301111102,261356144.267777771
0.332519531,256454629.664999992,261225122.365555555
0.332763672,256388786.167222232,261213256.135555565
0.333007812,256367753.742222220,261149659.101666659
0.333251953,256394500.860555559,261146226.777222216
0.333496094,256264289.634999990,260975854.233888894
0.333740234,256064400.062222213,260821894.592222214
0.333984375,255961019.162777781,260704255.759999990
0.334228516,255888350.096666664,260593681.881666660
0.334472656,255784499.617777765,260484230.786111116
0.334716797,255679921.212222219,260336693.303333342
0.334960938,255559781.162777781,260202794.137777776
0.335205078,255496435.395555556,260111079.145000011
0.335449219,255363011.594999999,259993831.662777781
0.335693359,255244265.212222219,259874743.062777787
0.335937500,254911795.137222230,259524670.152222216
0.336181641,254889899.648333341,259497066.231111109
0.336425781,254752835.341666669,259383497.594444454
0.336669922,254645476.801666677,259267867.558888882
0.336914062,254541726.222222209,259098598.257222235
0.337158203,254448278.865000010,259002028.002777785
0.337402344,254285218.199444443,258817843.270555556
0.337646484,254114427.459444433,258705609.336666673
0.337890625,253970577.729999989,258508439.799444437
0.338134766,253860911.998333335,258397228.212222219
0.338378906,253626703.286666662,258197461.113888890
0.338623047,253488235.913333327,258030868.740000010
0.338867188,253363338.345555544,257883056.760555565
0.339111328,253193052.395555556,257722953.460555553
0.339355469,252982135.436666667,257507919.409999996
0.339599609,252878903.161666662,257351296.370555550
0.339843750,261148732.187777787,264601650.330555558
0.340087891,266075558.016666681,268918877.268333316
0.340332031,252858654.734444439,257292838.588333338
0.340576172,252216696.562777787,256680072.084444433
0.340820312,252128969.343333334,256605276.080000013
0.341064453,252003728.761111110,256513123.961111099
0.341308594,251860140.067222208,256321875.361666679
0.341552734,251716288.022777766,256170835.057777792
0.341796875,251557170.243888885,256490229.839444458
0.342041016,251302229.645000011,256009152.973888874
0.342285156,250981516.687222213,255446799.002222210
0.342529297,250766191.433888882,255232089.263333321
0.342773438,250660753.658333331,255153337.226666659
0.343017578,250544080.648888886,255000947.174444437
0.343261719,250380955.604444444,254815967.421111107
0.343505859,250071291.396111101,254517772.716666669
0.343750000,249274359.142222226,253712646.513333321
0.343994141,249719304.846111119,254175888.535555542
0.344238281,249682426.838888884,254113158.043888897
0.344482422,249512985.606111109,253977733.586111099
0.344726562,249317792.403888881,253742785.344999999
0.344970703,248959595.188888878,253408398.909999996
0.345214844,248975546.681111097,253499644.729999989
0.345458984,248987022.434444457,253490210.918333322
0.345703125,248866820.903333336,253364871.191111118
0.345947266,248778581.417777777,253246917.511111110
0.346191406,248650953.621666670,253132429.346111119
0.346435547,248599432.272777766,253068032.215000004
0.346679688,248508436.476666659,252920034.170555562
0.346923828,248429395.667222232,252796780.037222236
0.347167969,248335902.362777770,252758695.461666673
0.347412109,248212985.343888879,252688100.041666657
0.347656250,248239874.181111097,252708491.794444442
0.347900391,248182922.879444450,252667875.891666681
0.348144531,248035815.085000008,252517941.927222222
0.348388672,247914297.614444435,252385662.896111101
0.348632812,247816187.204444438,252294074.537777781
0.348876953,247721849.764444441,252235604.427222222
0.349121094,247647549.730555564,252117762.752777785
0.349365234,247605033.674444437,252075021.257777780
0.349609375,247474804.476111114,251964081.133888900
0.349853516,251103852.057222217,255533384.346111119
0.350097656,252573433.164444447,256998741.194999993
0.350341797,247035325.778333336,251493498.952777773
0.350585938,246656999.923333347,251115600.232777774
0.350830078,246463163.624444455,250951855.448888898
0.351074219,246257171.473333329,250728424.935000002
0.351318359,246102243.182222217,250546560.303888887
0.351562500,245711977.708333343,250175263.627222210
0.351806641,245673614.367777765,250130609.343888879
0.352050781,245485995.300000012,249955314.531111121
0.352294922,245330725.552222222,249749375.797222227
0.352539062,245170701.431111097,249592320.837222219
0.352783203,244988078.681666672,249380105.148888886
0.353027344,244786559.143888891,249188384.818888903
0.353271484,244630097.736666679,249051569.358333319
0.353515625,244393398.500000000,248860143.988333344
0.353759766,244228210.522777766,248671146.879999995
0.354003906,244007994.242777765,248400798.593888879
0.354248047,243797157.531111121,248158853.956666678
0.354492188,243575091.869444430,247952710.980555564
0.354736328,243389860.530555546,247772803.314444453
0.354980469,243066495.532222211,247458527.105555564
0.355224609,242799188.881666660,247205124.906666666
0.355468750,242634531.597222209,247049659.909999996
0.355712891,242374219.630555570,246798812.238888890
0.355957031,242045579.232222229,246462452.121666670
0.356201172,241697034.495555550,246088594.042777777
0.356445312,241588941.129444450,245960010.257777780
0.356689453,241509140.536666662,245867237.897222221
0.356933594,241237691.296111107,245623863.036666662
0.357177734,241061681.079444438,245417589.753888875
0.357421875,240855125.941111118,245242623.340555549
0.357666016,240684936.008333325,245077919.380555570
0.357910156,240428869.622222215,244817645.624444455
0.358154297,240213011.476111114,244567473.319444448
0.358398438,239979121.085555553,244338200.541111112
0.358642578,239848611.148888886,244174184.080555558
0.358886719,239673715.236111104,243977348.178888887
0.359130859,239496412.846666664,243815617.367222220
0.359375000,239069404.713888884,243446111.579444438
0.359619141,239231346.081111103,243592895.682222217
0.359863281,249399046.072777778,253985947.705000013
0.360107422,251582252.288333327,256223596.312222213
0.360351562,239053071.757777780,243368403.702777773
0.360595703,238705455.323888898,243021895.123333335
0.360839844,238634231.682777792,242908734.397222221
0.361083984,238518537.919999987,242810824.193888903
0.361328125,238413731.841666669,242683451.531111121
0.361572266,238315146.997777790,242594769.328888893
0.361816406,238363914.350555569,242694834.791666657
0.362060547,238044704.405555546,242341679.482222229
0.362304688,237670781.218333334,241913303.979999989
0.362548828,237279652.939444453,241599557.459444433
0.362792969,237357211.627222210,241632603.836111099
0.363037109,237263478.428333342,241540850.168888897
0.363281250,237225630.895555556,241533735.966111124
0.363525391,237197274.765555561,241475680.655555546
0.363769531,237087141.310555547,241395988.021111101
0.364013672,236990598.446666658,241286621.176111102
0.364257812,236884992.701111108,241176383.028888881
0.364501953,236849768.908333331,241133940.642777771
0.364746094,236701616.659999996,240950595.205000013
0.364990234,236408254.096666664,240610720.939444453
0.365234375,236482334.168888897,240753787.685000002
0.365478516,236511656.303333342,240802283.981111109
0.365722656,236480611.712777764,240729135.320555568
0.365966797,236403703.451111108,240648488.542777777
0.366210938,236279813.337222219,240514050.386111110
0.366455078,236175971.087777764,240401792.702777773
0.366699219,236021704.178888887,240264538.103888899
0.366943359,235879799.560555547,240142375.536111116
0.367187500,235555602.608888894,239816970.236666679
0.367431641,235496276.851111114,239744603.503888875
0.367675781,235378279.458333343,239603539.836666673
0.367919922,235265046.873333335,239527011.019444436
0.368164062,235156524.668888897,239442408.778888881
0.368408203,235072610.433333337,239311598.138888896
0.368652344,234913101.300555557,239116162.756666660
0.368896484,234780929.775555551,239022699.365000010
0.369140625,234643268.414999992,238860200.628333330
0.369384766,234510944.803333342,238732049.169444442
0.369628906,234346567.763333321,238561522.113888890
0.369873047,234316868.233888894,238490224.928333342
0.370117188,234228347.000000000,238377869.533888876
0.370361328,234050559.875000000,238208672.155555546
0.370605469,233828824.112777770,237955050.043888897
0.370849609,233586067.431666672,237717891.776111126
0.371093750,233403278.869444430,237549025.629999995
0.371337891,233206854.000000000,237331951.229999989
0.371582031,232949226.405000001,237121823.606666654
0.371826172,232950249.501666665,237071165.662222236
0.372070312,232672767.108888894,236869543.067777783
0.372314453,232452866.683333337,236680384.207777768
0.372558594,232264506.372777790,236447426.816111118
0.372802734,232088194.666666657,236264948.014999986
0.373046875,231883896.895000011,236110693.927222222
0.373291016,231781034.696666658,235986810.094444454
0.373535156,231624034.191666663,235817611.602222234
0.373779297,231527833.792777777,235701608.561666667
0.374023438,231431354.238888890,235606679.866666675
0.374267578,231318390.389444441,235527896.407222211
0.374511719,231243256.025555551,235343311.739444435
0.374755859,230368609.402777791,234535758.267777771
0.375000000,230268207.663333327,234498702.840555549
0.375244141,230758926.741111100,234883369.734444439
0.375488281,231070071.951111108,235178120.081666678
0.375732422,230995068.381111115,235134843.841111124
0.375976562,231027087.592777789,235160363.344999999
0.376220703,231125654.918888897,235223598.505555570
0.376464844,231189417.871111125,235298112.027222216
0.376708984,231289512.953333348,235385697.344444454
0.376953125,231333208.140555561,235326726.577777773
0.377197266,231234734.349444449,235194901.616111100
0.377441406,231033625.193333328,234979293.659999996
0.377685547,230988203.344444454,234975154.852222234
0.377929688,230882565.414444447,234907975.493888885
0.378173828,230738316.273888886,234754549.425000012
0.378417969,230516692.488333344,234584363.436111122
0.378662109,230413801.939999998,234486997.979444444
0.378906250,230418735.714444458,234558693.958333343
0.379150391,230393839.437777787,234510091.812222213
0.379394531,230310346.908888876,234429317.664444447
0.379638672,230345253.848333329,234471110.047222227
0.379882812,234378640.344999999,239041321.827777773
0.380126953,234065374.497222215,238712437.261111110
0.380371094,230184737.430555552,234287283.591111124
0.380615234,230083756.257222235,234157011.281666666
0.380859375,229986375.673333347,234066031.853333324
0.381103516,229930301.045555562,234016731.099999994
0.381347656,229881316.188333333,233954732.567777783
0.381591797,229869282.535555542,233956537.711111099
0.381835938,230032976.057777792,234107896.563333333
0.382080078,229915421.266111106,233991067.372222215
0.382324219,229804769.776111126,233877115.100555569
0.382568359,229774611.867777765,233884872.155000001
0.382812500,229608070.194444448,233675158.584444433
0.383056641,229626160.452222228,233702404.476666659
0.383300781,229625989.990555555,233678691.921666652
0.383544922,229713230.981666654,233734113.115555555
0.383789062,229660399.118333340,233680476.616111100
0.384033203,229599049.463333338,233597150.451111108
0.384277344,229424993.602777779,233465913.936111122
0.384521484,229332804.822222233,233356941.408333331
0.384765625,229181420.249444455,233204019.918333322
0.385009766,229066588.876111120,233084924.746111125
0.385253906,228938667.091111124,232955282.096111119
0.385498047,228873897.836666673,232947153.651111126
0.385742188,228781397.625000000,232887233.169999987
0.385986328,228747913.925555557,232786996.490555555
0.386230469,228655313.568888903,232715405.772222221
0.386474609,228639739.703333348,232672654.003888875
0.386718750,228685656.142777771,232732543.296666652
0.386962891,228638036.674444437,232691138.598888874
0.387207031,228530043.973888874,232610225.160555542
0.387451172,228451878.187777787,232495364.641666681
0.387695312,228348898.804444432,232432693.808333337
0.387939453,228267599.989444435,232400547.508333325
0.388183594,228225676.537777781,232327828.446666658
0.388427734,228268623.939444453,232335693.709444433
0.388671875,228235102.749444455,232338412.059444457
0.388916016,228288941.621666670,232346653.525000006
0.389160156,228083504.437777787,232157271.088888884
