timestamp,gyro_x_dps,gyro_y_dps,gyro_z_dps,accel_x_g,accel_y_g,accel_z_g,rot_x_deg,rot_y_deg
2026-04-23T11:12:23,2.1527,-1.1298,-0.5725,-0.9956,0.0012,-0.1426,0.0695,81.8499
2026-04-23T11:12:36,2.0305,-1.1756,-0.6718,-0.9912,0.0002,-0.1396,0.014,81.9806
2026-04-23T11:12:49,2.1069,-1.084,-0.5878,-0.9927,0.001,-0.1379,0.0558,82.0888
2026-04-23T11:13:02,2.2061,-1.1221,-0.4427,-0.989,-0.0154,-0.1389,-0.8823,81.9564
2026-04-23T11:13:15,1.9466,-1.0992,-0.687,-0.991,-0.0005,-0.1421,-0.0279,81.8402
2026-04-23T11:13:28,0.0,-1.0611,-0.4122,-0.99,-0.0024,-0.1404,-0.1399,81.928
2026-04-23T11:13:41,1.855,-1.0534,-0.4504,-0.9719,0.0063,-0.1321,0.3708,82.2523
2026-04-23T11:13:54,2.1603,-1.1679,-0.7328,-0.9924,-0.0049,-0.1328,-0.2794,82.3726
2026-04-23T11:14:07,0.0153,-1.0992,-0.5878,-0.989,-0.001,-0.1401,-0.056,81.9351
2026-04-23T11:14:20,2.0458,-1.3664,-0.4885,-0.9954,-0.0039,-0.1426,-0.2226,81.8452
2026-04-23T11:14:33,2.0763,-1.0687,-0.5038,-0.9949,-0.0054,-0.1333,-0.3066,82.3624
2026-04-23T11:14:46,2.1527,-1.1069,-0.4656,-0.9927,0.0017,-0.1348,0.0977,82.2682
2026-04-23T11:14:59,2.2061,-1.0763,-0.5344,-0.9919,-0.0015,-0.135,-0.0838,82.2489
2026-04-23T11:15:12,2.145,-1.0153,-0.4427,-0.9946,0.0022,-0.1375,0.1254,82.1309
2026-04-23T11:15:25,3.8015,-1.0458,-0.542,-0.9963,0.0005,-0.1445,0.0278,81.7461
2026-04-23T11:15:38,1.9008,-1.2595,-0.5649,-0.9912,-0.0122,-0.1306,-0.6995,82.4609
