timestamp,cpu_temp_c,pmic_temp_c,passive_state,core_voltage_v,throttled
2026-04-23T11:17:10,28.719,20.6,0,0.86,0x0
2026-04-23T11:17:23,29.693,22.7,0,0.86,0x0
2026-04-23T12:03:47,30.18,22.7,0,0.86,0x0
2026-04-23T12:04:00,30.18,24.8,0,0.86,0x0
2026-04-23T12:04:14,31.641,24.8,0,0.86,0x0
2026-04-23T12:04:27,32.615,24.8,0,0.86,0x0
2026-04-23T12:04:40,33.589,26.9,0,0.86,0x0
2026-04-23T12:04:53,34.076,26.9,0,0.86,0x0
2026-04-23T12:05:06,34.076,26.9,0,0.86,0x0
2026-04-23T12:05:19,34.563,26.9,0,0.86,0x0
2026-04-23T12:05:32,36.024,29.0,0,0.86,0x0
2026-04-23T12:05:45,36.024,29.0,0,0.86,0x0
2026-04-23T12:05:58,36.998,29.0,0,0.86,0x0
2026-04-23T12:06:11,37.485,29.0,0,0.86,0x0
2026-04-23T12:06:24,36.998,31.1,0,0.86,0x0
2026-04-23T12:06:37,38.459,31.1,0,0.86,0x0
2026-04-23T12:06:50,37.485,31.1,0,0.86,0x0
2026-04-23T12:07:03,38.946,31.1,0,0.86,0x0
2026-04-23T12:07:16,39.92,31.1,0,0.86,0x0
2026-04-23T12:07:29,38.459,31.1,0,0.86,0x0
2026-04-23T12:07:42,38.459,31.1,0,0.86,0x0
2026-04-23T12:07:55,39.92,33.2,0,0.86,0x0
2026-04-23T12:08:08,39.433,33.2,0,0.86,0x0
2026-04-23T12:08:21,39.92,33.2,0,0.86,0x0
2026-04-23T12:08:34,40.407,33.2,0,0.86,0x0
2026-04-23T12:08:47,40.894,33.2,0,0.86,0x0
2026-04-23T12:09:00,41.868,33.2,0,0.86,0x0
2026-04-23T12:09:14,40.894,33.2,0,0.86,0x0
2026-04-23T12:09:27,40.407,33.2,0,0.86,0x0
2026-04-23T12:09:40,40.894,33.2,0,0.86,0x0
2026-04-23T12:09:53,41.381,33.2,0,0.86,0x0
2026-04-23T12:10:06,42.355,35.3,0,0.86,0x0
2026-04-23T12:10:19,41.381,35.3,0,0.86,0x0
2026-04-23T12:10:32,41.381,35.3,0,0.86,0x0
2026-04-23T12:10:45,41.868,35.3,0,0.86,0x0
2026-04-23T12:10:58,42.355,35.3,0,0.86,0x0
2026-04-23T12:11:11,42.355,35.3,0,0.86,0x0
2026-04-23T12:11:24,42.355,35.3,0,0.86,0x0
2026-04-23T12:11:37,42.355,35.3,0,0.86,0x0
2026-04-23T12:11:50,44.303,35.3,0,0.86,0x0
2026-04-23T12:12:03,44.303,35.3,0,0.86,0x0
2026-04-23T12:12:16,43.329,35.3,0,0.86,0x0
2026-04-23T12:12:29,42.842,35.3,0,0.86,0x0
2026-04-23T12:12:42,44.303,35.3,0,0.86,0x0
2026-04-23T12:12:55,44.303,35.3,0,0.86,0x0
2026-04-23T12:13:08,44.79,35.3,0,0.86,0x0
2026-04-23T12:13:21,44.303,37.4,0,0.86,0x0
2026-04-23T12:13:34,41.868,35.3,0,0.86,0x0
2026-04-23T12:13:47,43.329,35.3,0,0.86,0x0
2026-04-23T12:14:00,44.303,37.4,0,0.86,0x0
2026-04-23T12:14:13,43.329,37.4,0,0.86,0x0
