timestamp,temperature_c,humidity_pct,pressure_hpa
2026-04-23T11:17:12,21.268,27.203,1020.892
2026-04-23T11:17:27,21.251,26.715,1021.311
2026-04-23T12:03:54,21.528,26.227,1021.674
2026-04-23T12:04:10,21.674,26.227,1020.849
2026-04-23T12:04:25,21.804,25.738,1021.127
2026-04-23T12:04:40,21.95,25.25,1021.438
2026-04-23T12:04:56,22.145,24.762,1021.627
2026-04-23T12:05:11,22.34,24.273,1021.132
2026-04-23T12:05:26,22.487,24.273,1021.443
2026-04-23T12:05:41,22.698,23.785,1020.982
2026-04-23T12:05:57,22.942,23.297,1021.273
2026-04-23T12:06:12,23.039,22.809,1021.252
2026-04-23T12:06:27,23.266,22.809,1021.052
2026-04-23T12:06:43,23.429,22.32,1021.625
2026-04-23T12:06:58,23.607,21.832,1021.32
2026-04-23T12:07:13,23.786,21.832,1021.471
2026-04-23T12:07:29,23.965,21.344,1021.166
2026-04-23T12:07:44,24.16,21.344,1021.808
2026-04-23T12:07:59,24.322,20.855,1020.781
2026-04-23T12:08:15,24.533,20.367,1021.229
2026-04-23T12:08:30,24.663,20.367,1021.962
2026-04-23T12:08:45,24.825,19.879,1021.162
2026-04-23T12:09:01,24.971,19.879,1021.472
2026-04-23T12:09:16,25.118,19.391,1021.094
2026-04-23T12:09:31,25.264,19.391,1021.175
2026-04-23T12:09:47,25.426,18.902,1022.435
2026-04-23T12:10:02,25.556,18.902,1021.565
2026-04-23T12:10:17,25.621,18.902,1021.014
2026-04-23T12:10:33,25.751,18.414,1021.06
2026-04-23T12:10:48,25.848,18.414,1021.724
2026-04-23T12:11:03,25.962,18.414,1021.506
2026-04-23T12:11:18,25.994,17.926,1021.345
2026-04-23T12:11:34,26.156,17.926,1021.229
2026-04-23T12:11:49,26.254,17.926,1021.895
2026-04-23T12:12:04,26.319,17.438,1021.343
2026-04-23T12:12:20,26.448,17.438,1021.158
2026-04-23T12:12:35,26.578,17.438,1021.203
2026-04-23T12:12:50,26.627,17.438,1021.535
2026-04-23T12:13:06,26.659,16.949,1021.604
2026-04-23T12:13:21,26.74,16.949,1021.545
2026-04-23T12:13:36,26.789,16.949,1021.189
2026-04-23T12:13:52,26.886,16.949,1021.164
2026-04-23T12:14:07,26.951,16.949,1021.071
