timestamp,cpu_temp_c,pmic_temp_c,passive_state,core_voltage_v,throttled
2026-04-22T18:16:50,47.225,39.5,0,0.86,0x50000
2026-04-22T18:17:00,47.225,39.5,0,0.86,0x50000
2026-04-22T18:17:10,47.225,39.5,0,0.86,0x50000
2026-04-22T18:17:20,46.738,39.5,0,0.86,0x50000
2026-04-22T18:17:30,47.712,39.5,0,0.86,0x50000
2026-04-22T18:17:40,47.712,39.5,0,0.86,0x50000
2026-04-22T18:17:50,47.712,39.5,0,0.86,0x50000
2026-04-22T18:18:00,48.199,39.5,0,0.86,0x50000
2026-04-22T18:18:10,46.738,39.5,0,0.86,0x50000
2026-04-22T18:18:20,47.712,39.5,0,0.86,0x50000
2026-04-22T18:18:30,47.712,39.5,0,0.86,0x50000
2026-04-22T18:18:40,48.199,39.5,0,0.86,0x50000
2026-04-22T18:18:50,47.712,39.5,0,0.86,0x50000
2026-04-22T18:19:00,48.199,39.5,0,0.86,0x50000
