timestamp,cpu_temp_c,pmic_temp_c,passive_state,core_voltage_v,throttled
2026-04-22T19:17:09,30.18,22.7,0,0.86,0x0
2026-04-22T19:17:19,30.18,24.8,0,0.86,0x0
2026-04-22T19:17:29,31.641,24.8,0,0.86,0x0
2026-04-22T19:38:53,32.615,26.9,0,0.86,0x0
2026-04-22T19:39:03,33.589,26.9,0,0.86,0x0
2026-04-22T19:39:13,32.615,26.9,0,0.86,0x0
2026-04-22T19:39:23,33.589,26.9,0,0.86,0x0
2026-04-22T19:39:33,35.05,29.0,0,0.86,0x0
2026-04-22T19:39:43,35.537,29.0,0,0.86,0x0
2026-04-22T19:39:53,36.024,29.0,0,0.86,0x0
2026-04-22T19:40:03,35.537,29.0,0,0.86,0x0
2026-04-22T19:40:13,36.511,29.0,0,0.86,0x0
2026-04-22T19:40:23,36.998,31.1,0,0.86,0x0
2026-04-22T19:40:33,37.972,31.1,0,0.86,0x0
2026-04-22T19:40:43,37.972,31.1,0,0.86,0x0
2026-04-22T19:40:53,36.998,31.1,0,0.86,0x0
2026-04-22T19:41:03,38.946,31.1,0,0.86,0x0
2026-04-22T19:41:13,37.972,31.1,0,0.86,0x0
