timestamp,temperature_c,humidity_pct,pressure_hpa
2026-04-22T18:58:04,29.708,12.555,1020.878
2026-04-22T18:58:17,29.675,13.043,1020.579
2026-04-22T18:59:02,29.659,13.043,1021.008
2026-04-22T18:59:14,29.61,13.043,1020.905
2026-04-22T18:59:27,29.691,13.043,1020.844
2026-04-22T18:59:39,29.724,13.043,1020.45
2026-04-22T18:59:51,29.546,13.043,1020.538
2026-04-22T19:00:04,29.659,13.043,1021.008
2026-04-22T19:00:16,29.691,13.043,1020.844
2026-04-22T19:00:28,29.74,13.043,1020.715
2026-04-22T19:00:40,29.691,13.043,1020.844
