timestamp,cpu_temp_c,pmic_temp_c,passive_state,core_voltage_v,throttled
2026-04-22T18:09:19,46.738,39.5,0,0.86,0x50000
2026-04-22T18:09:29,47.712,39.5,0,0.86,0x50000
2026-04-22T18:09:39,46.738,39.5,0,0.86,0x50000
2026-04-22T18:09:49,46.251,39.5,0,0.86,0x50000
2026-04-22T18:09:59,47.225,39.5,0,0.86,0x50000
2026-04-22T18:10:09,47.225,39.5,0,0.86,0x50000
2026-04-22T18:10:19,46.251,39.5,0,0.86,0x50000
2026-04-22T18:10:29,46.251,39.5,0,0.86,0x50000
2026-04-22T18:10:39,48.199,39.5,0,0.86,0x50000
2026-04-22T18:10:49,48.199,39.5,0,0.86,0x50000
2026-04-22T18:10:59,48.199,39.5,0,0.86,0x50000
2026-04-22T18:11:09,46.251,39.5,0,0.86,0x50000
2026-04-22T18:11:19,46.738,39.5,0,0.86,0x50000
2026-04-22T18:11:29,47.225,39.5,0,0.86,0x50000
