timestamp,temperature_c,humidity_pct,pressure_hpa
2026-04-23T11:12:25,19.739,30.621,1022.384
2026-04-23T11:12:41,18.545,32.574,1022.763
2026-04-23T11:12:56,18.035,35.504,1022.346
2026-04-23T11:13:11,18.035,34.527,1021.895
2026-04-23T11:13:26,17.936,34.527,1021.909
2026-04-23T11:13:42,18.117,34.039,1021.846
2026-04-23T11:13:57,18.117,35.504,1022.523
2026-04-23T11:14:12,18.15,35.504,1022.593
2026-04-23T11:14:28,17.523,35.504,1022.15
2026-04-23T11:14:43,17.787,35.016,1020.915
2026-04-23T11:14:58,18.594,34.039,1022.643
2026-04-23T11:15:14,18.758,34.039,1021.865
2026-04-23T11:15:29,18.627,34.039,1021.584
2026-04-23T11:15:44,18.084,35.016,1021.776
2026-04-23T11:16:00,18.413,35.016,1022.255
2026-04-23T11:16:15,18.331,34.527,1022.756
2026-04-23T11:16:30,17.374,36.48,1021.381
2026-04-23T11:16:46,16.943,36.969,1022.032
2026-04-23T11:17:01,16.544,37.945,1022.301
2026-04-23T11:17:16,16.561,37.945,1022.561
2026-04-23T11:17:32,16.71,39.41,1022.208
2026-04-23T11:17:47,16.511,39.41,1021.78
2026-04-23T11:18:02,16.144,40.387,1022.79
2026-04-23T11:18:17,16.127,40.387,1022.53
2026-04-23T11:18:33,16.11,39.41,1021.372
2026-04-23T11:18:48,16.511,38.434,1022.679
2026-04-23T11:19:03,16.394,37.945,1022.429
2026-04-23T11:19:19,16.461,37.457,1022.796
2026-04-23T11:19:34,16.644,38.434,1022.066
2026-04-23T11:19:49,16.627,37.945,1022.255
2026-04-23T11:20:05,16.377,38.922,1021.944
2026-04-23T11:20:20,16.261,38.922,1022.367
2026-04-23T11:20:35,16.777,37.945,1022.351
2026-04-23T11:20:51,16.66,37.945,1022.326
2026-04-23T11:21:06,16.91,36.969,1021.736
2026-04-23T11:21:21,16.594,37.945,1022.183
2026-04-23T11:21:37,16.843,38.922,1022.044
2026-04-23T11:21:52,16.86,38.922,1021.405
2026-04-23T11:22:07,17.506,36.969,1022.115
2026-04-23T11:22:23,18.38,35.016,1022.185
2026-04-23T11:22:38,18.035,35.504,1022.346
2026-04-23T11:22:53,17.622,36.969,1021.462
2026-04-23T11:23:08,17.804,35.504,1022.527
2026-04-23T11:23:24,18.512,34.039,1022.015
2026-04-23T11:23:39,17.639,35.504,1022.398
2026-04-23T11:23:54,17.853,35.504,1022.183
2026-04-23T11:24:10,17.82,35.016,1021.887
2026-04-23T11:24:25,17.853,35.504,1021.732
