timestamp,cpu_temp_c,pmic_temp_c,passive_state,core_voltage_v,throttled
2026-04-22T20:06:47,47.225,39.5,0,0.85,0x0
2026-04-22T20:07:00,46.738,39.5,0,0.85,0x0
2026-04-22T20:07:13,47.225,39.5,0,0.85,0x0
2026-04-22T20:07:26,48.686,39.5,0,0.85,0x0
2026-04-22T20:07:39,46.738,39.5,0,0.85,0x0
2026-04-22T20:07:52,47.225,39.5,0,0.85,0x0
2026-04-22T20:08:05,47.225,39.5,0,0.85,0x0
2026-04-22T20:08:19,47.225,39.5,0,0.85,0x0
2026-04-22T20:08:32,47.225,39.5,0,0.85,0x0
2026-04-22T20:08:45,46.251,39.5,0,0.85,0x0
2026-04-22T20:08:58,46.251,39.5,0,0.85,0x0
