timestamp,temperature_c,humidity_pct,pressure_hpa
2026-04-22T18:51:42,29.627,13.043,1020.708
2026-04-22T18:51:54,29.627,13.043,1020.94
2026-04-22T18:52:44,29.627,13.043,1020.708
2026-04-22T18:52:56,29.562,13.043,1020.109
2026-04-22T18:53:08,29.627,13.043,1021.402
2026-04-22T18:53:20,29.627,13.043,1020.94
2026-04-22T18:53:33,29.724,13.043,1021.144
2026-04-22T18:53:45,29.643,13.043,1020.511
2026-04-22T18:53:57,29.691,13.043,1021.076
2026-04-22T18:54:10,29.659,13.043,1020.545
2026-04-22T18:54:22,29.627,13.043,1020.246
