timestamp,temperature_c,humidity_pct,pressure_hpa
2026-04-22T19:17:11,22.763,22.809,1021.12
2026-04-22T19:17:24,22.86,22.809,1020.872
2026-04-22T19:38:50,22.958,22.32,1021.079
2026-04-22T19:39:02,23.071,22.32,1020.637
2026-04-22T19:39:14,23.169,22.32,1020.616
2026-04-22T19:39:27,23.331,21.832,1020.505
2026-04-22T19:39:39,23.461,21.832,1021.01
2026-04-22T19:39:51,23.575,21.344,1021.023
2026-04-22T19:40:04,23.851,21.344,1021.153
2026-04-22T19:40:16,23.867,20.855,1020.73
2026-04-22T19:40:28,23.981,20.855,1020.515
2026-04-22T19:40:41,24.176,20.855,1020.7
2026-04-22T19:40:53,24.355,20.367,1020.164
2026-04-22T19:41:05,24.371,20.367,1020.656
