timestamp,temperature_c,humidity_pct,pressure_hpa
2026-04-22T18:09:21,28.784,13.531,1021.247
2026-04-22T18:09:34,28.768,13.531,1021.444
2026-04-22T18:09:46,28.735,14.02,1020.914
2026-04-22T18:09:58,28.622,14.02,1021.137
2026-04-22T18:10:10,28.654,14.02,1021.436
2026-04-22T18:10:23,28.703,14.02,1021.308
2026-04-22T18:10:35,28.638,14.02,1020.017
2026-04-22T18:10:47,28.735,14.02,1020.914
2026-04-22T18:11:00,28.8,14.02,1021.281
2026-04-22T18:11:12,28.784,14.02,1021.247
2026-04-22T18:11:24,28.768,14.02,1021.444
