timestamp,temperature_c,humidity_pct,pressure_hpa
2026-04-22T18:39:44,29.302,13.043,1020.952
2026-04-22T18:39:56,29.27,13.043,1020.884
2026-04-22T18:40:42,29.238,13.043,1020.585
2026-04-22T18:40:54,29.254,13.043,1021.312
2026-04-22T18:41:06,29.238,13.043,1020.816
2026-04-22T18:41:19,29.302,13.043,1020.952
2026-04-22T18:41:31,29.335,13.043,1020.789
2026-04-22T18:41:43,29.481,13.043,1021.327
2026-04-22T18:41:56,29.4,13.043,1020.694
2026-04-22T18:42:08,29.351,13.043,1020.592
2026-04-22T18:42:20,29.416,13.043,1021.422
2026-04-22T18:48:31,29.302,13.043,1020.721
2026-04-22T18:48:43,29.302,13.043,1020.952
2026-04-22T18:48:55,29.351,13.043,1021.054
2026-04-22T18:49:08,29.351,13.043,1020.823
2026-04-22T18:49:20,29.335,13.043,1021.02
2026-04-22T18:49:32,29.416,13.043,1020.728
2026-04-22T18:49:45,29.465,13.043,1021.293
2026-04-22T18:49:57,29.432,13.043,1021.225
2026-04-22T18:50:09,29.319,13.043,1020.524
2026-04-22T18:50:22,29.367,13.043,1020.626
2026-04-22T18:50:34,29.416,13.043,1021.191
