timestamp,cpu_temp_c,pmic_temp_c,passive_state,core_voltage_v,throttled
2026-04-22T20:01:00,47.225,39.5,0,0.85,0x0
2026-04-22T20:01:13,47.225,39.5,0,0.85,0x0
2026-04-22T20:01:26,46.738,39.5,0,0.85,0x0
2026-04-22T20:01:39,46.738,39.5,0,0.85,0x0
2026-04-22T20:01:52,47.225,39.5,0,0.85,0x0
2026-04-22T20:02:05,45.764,39.5,0,0.85,0x0
2026-04-22T20:02:18,47.225,39.5,0,0.85,0x0
2026-04-22T20:02:31,46.251,39.5,0,0.85,0x0
2026-04-22T20:02:44,46.738,39.5,0,0.85,0x0
2026-04-22T20:02:57,48.199,39.5,0,0.85,0x0
2026-04-22T20:03:10,48.199,39.5,0,0.85,0x0
