timestamp,temperature_c,humidity_pct,pressure_hpa
2026-04-22T18:16:52,29.221,13.531,1020.782
2026-04-22T18:17:04,29.286,13.043,1021.149
2026-04-22T18:17:17,29.335,13.043,1020.789
2026-04-22T18:17:29,29.254,13.043,1021.081
2026-04-22T18:17:41,29.254,13.531,1020.619
2026-04-22T18:17:54,29.319,13.043,1021.217
2026-04-22T18:18:06,29.416,13.043,1021.191
2026-04-22T18:18:18,29.351,13.043,1020.823
2026-04-22T18:18:31,29.4,13.043,1021.157
2026-04-22T18:18:43,29.465,13.043,1021.293
2026-04-22T18:18:55,29.465,13.043,1021.293
