timestamp,temperature_c,humidity_pct,pressure_hpa
2026-04-22T19:02:38,29.432,13.043,1020.762
2026-04-22T19:02:51,29.529,13.043,1020.967
2026-04-22T19:03:37,29.594,13.043,1021.565
2026-04-22T19:03:49,29.643,13.043,1020.742
2026-04-22T19:04:01,29.465,13.043,1020.599
2026-04-22T19:04:14,29.465,13.043,1020.83
2026-04-22T19:04:26,29.529,13.043,1020.504
2026-04-22T19:04:38,29.513,13.043,1020.47
2026-04-22T19:04:50,29.594,13.043,1021.334
2026-04-22T19:05:03,29.594,13.043,1020.871
2026-04-22T19:05:15,29.578,13.043,1020.837
