timestamp,cpu_temp_c,pmic_temp_c,passive_state,core_voltage_v,throttled
2026-04-22T18:51:39,46.251,37.4,0,0.86,0x0
2026-04-22T18:51:50,47.225,39.5,0,0.86,0x0
2026-04-22T18:52:00,47.225,39.5,0,0.86,0x0
2026-04-22T18:52:47,46.738,39.5,0,0.86,0x0
2026-04-22T18:52:57,46.251,39.5,0,0.86,0x0
2026-04-22T18:53:07,47.712,39.5,0,0.86,0x0
2026-04-22T18:53:17,47.712,39.5,0,0.86,0x0
2026-04-22T18:53:27,47.225,39.5,0,0.86,0x0
2026-04-22T18:53:37,47.225,39.5,0,0.86,0x0
2026-04-22T18:53:47,47.712,39.5,0,0.86,0x0
2026-04-22T18:53:57,47.225,39.5,0,0.86,0x0
2026-04-22T18:54:07,46.251,39.5,0,0.86,0x0
2026-04-22T18:54:17,48.199,39.5,0,0.86,0x0
2026-04-22T18:54:27,47.225,39.5,0,0.86,0x0
