timestamp,gyro_x_dps,gyro_y_dps,gyro_z_dps,accel_x_g,accel_y_g,accel_z_g,rot_x_deg,rot_y_deg
2026-04-22T19:15:01,2.0,-1.2672,-0.687,-0.9912,-0.002,-0.1299,-0.1119,82.534
2026-04-22T19:15:11,2.1756,-1.2366,-0.4885,-0.999,-0.0039,-0.1311,-0.2221,82.5204
2026-04-22T19:15:21,2.1603,-1.2977,-0.4962,-0.9978,-0.0022,-0.1367,-0.125,82.1969
2026-04-22T19:15:31,2.1603,-1.2214,-0.7405,-0.9905,-0.0015,-0.1287,-0.084,82.5983
2026-04-22T19:15:41,2.1221,-1.1908,-0.3893,-0.9944,-0.0012,-0.1255,-0.0698,82.8071
2026-04-22T19:15:51,2.1679,-1.2061,-0.7328,-0.9968,0.0044,-0.1355,0.2503,82.2552
2026-04-22T19:16:01,2.0992,-1.1832,-0.458,-0.9961,0.0,-0.1272,0.0,82.7229
2026-04-22T19:16:11,2.229,-1.2824,-0.6031,-0.9924,-0.0015,-0.1357,-0.0838,82.2111
2026-04-22T19:16:21,2.1527,-1.4885,-0.2824,-0.9976,-0.0029,-0.1282,-0.1669,82.6764
2026-04-22T19:16:31,2.1298,-1.2214,-0.3664,-0.9919,-0.0078,-0.1177,-0.4481,83.2198
2026-04-22T19:16:41,2.0992,-1.3282,-0.4733,-0.9976,-0.0042,-0.1309,-0.2364,82.5229
2026-04-22T19:16:51,2.1603,-1.2366,-0.5496,-0.9922,0.0146,-0.1348,0.8381,82.22
2026-04-22T19:17:01,2.1374,-1.3282,-0.626,-0.9941,0.0002,-0.1294,0.014,82.5842
2026-04-22T19:17:11,2.2061,-1.2824,-0.5954,-0.9983,-0.0059,-0.1375,-0.3331,82.1534
2026-04-22T19:17:21,2.0992,-1.2977,-0.5267,-0.9961,-0.0046,-0.1294,-0.2646,82.5939
2026-04-22T19:17:31,2.229,-1.4504,-0.5573,-0.9907,-0.0024,-0.1267,-0.1401,82.7104
2026-04-22T19:17:41,2.1679,-1.2977,-0.6107,-0.9932,-0.0034,-0.1267,-0.1956,82.7268
2026-04-22T19:17:51,2.0763,-1.2824,-0.4427,-0.9966,0.0032,-0.1101,0.1814,83.6926
2026-04-22T19:18:01,2.1908,-1.3817,-0.4809,-0.9976,-0.0049,-0.1284,-0.2782,82.6593
2026-04-22T19:18:11,2.1679,-1.2061,-0.6489,-0.9961,-0.002,-0.1309,-0.1114,82.5149
2026-04-22T19:18:21,2.1221,-1.2366,-0.4351,-0.9968,-0.0015,-0.1333,-0.0835,82.3828
2026-04-22T19:18:31,2.1832,-1.2977,-0.6107,-0.9849,-0.0037,-0.1284,-0.2113,82.568
2026-04-22T19:18:41,2.1069,-1.1756,-0.687,-0.99,-0.0117,-0.1357,-0.6719,82.1639
2026-04-22T19:18:51,2.2366,-1.4198,-0.542,-0.9932,-0.0022,-0.1277,-0.1257,82.6729
2026-04-22T19:19:01,2.1374,-1.313,-0.7023,-0.9949,-0.0151,-0.1367,-0.8636,82.128
2026-04-22T19:19:11,2.1069,-1.2748,-0.4198,-0.9946,-0.002,-0.1328,-0.1115,82.3935
2026-04-22T19:19:21,2.1527,-1.2748,-0.6031,-1.0129,-0.0024,-0.1299,-0.137,82.6919
2026-04-22T19:19:31,2.1145,-1.2595,-0.5267,-0.9917,-0.0046,-0.1328,-0.2656,82.3675
2026-04-22T19:19:41,2.0763,-1.4885,-0.5191,-0.9912,-0.0027,-0.126,-0.154,82.7553
2026-04-22T19:19:51,2.1221,-1.3893,-0.5191,-0.9932,-0.0005,-0.136,-0.0279,82.2034
2026-04-22T19:20:01,2.2214,-1.4198,-0.6031,-0.9907,-0.0007,-0.1262,-0.042,82.7394
2026-04-22T19:20:11,2.1145,-1.2901,-0.4809,-0.9941,-0.0039,-0.1338,-0.2231,82.3321
2026-04-22T19:20:21,2.2748,-1.4885,-0.4885,-0.9919,-0.0034,-0.1292,-0.1958,82.5793
2026-04-22T19:20:31,2.1221,-1.2595,-0.5573,-0.9958,-0.0056,-0.1279,-0.3204,82.6727
2026-04-22T19:20:41,2.1221,-1.2901,-0.6031,-0.9983,-0.0044,-0.1353,-0.2499,82.2802
2026-04-22T19:20:51,2.2214,-1.4656,-0.6107,-0.9966,-0.0037,-0.1272,-0.2088,82.7235
2026-04-22T19:21:01,2.2672,-1.2061,-0.3969,-0.9961,0.0149,-0.1331,0.849,82.3446
2026-04-22T19:21:11,2.1603,-1.4809,-0.6336,-0.999,-0.0027,-0.134,-0.1527,82.3571
2026-04-22T19:21:21,2.1298,-1.1374,-0.6794,-0.9958,-0.0071,-0.1519,-0.4027,81.3206
2026-04-22T19:21:31,2.1298,-1.2214,-0.6183,-0.9944,-0.0063,-0.1304,-0.3626,82.522
2026-04-22T19:21:41,2.0153,-1.2443,-0.5954,-0.9988,-0.0066,-0.1162,-0.3756,83.3527
2026-04-22T19:21:51,2.1298,-1.4351,-0.3511,-0.9971,-0.0024,-0.1387,-0.139,82.0809
2026-04-22T19:22:01,2.1069,-1.2901,-0.5954,-0.9922,-0.0156,-0.1333,-0.8942,82.2963
2026-04-22T19:22:11,2.0153,-1.2443,-0.6947,-0.9932,0.0142,-0.1301,0.8099,82.4919
2026-04-22T19:22:21,2.1679,-1.3893,-0.5038,-0.9966,-0.0071,-0.1128,-0.4045,83.5302
2026-04-22T19:22:31,2.1069,-1.4275,-0.4885,-0.9917,-0.0054,-0.137,-0.3074,82.1307
2026-04-22T19:22:41,2.1756,-1.2824,-0.6336,-0.9998,-0.0156,-0.136,-0.8872,82.2039
2026-04-22T19:22:51,2.145,-1.2443,-0.4275,-0.9944,0.0002,-0.1318,0.0139,82.4477
2026-04-22T19:23:01,2.145,-1.1145,-0.4504,-0.9922,-0.0081,-0.1348,-0.461,82.2514
2026-04-22T19:23:11,2.0534,-1.0382,-0.6565,-1.0229,0.0017,-0.1152,0.0951,83.5721
2026-04-22T19:23:21,2.1603,-1.3435,-0.6412,-0.9932,0.0012,-0.127,0.0699,82.7152
2026-04-22T19:23:31,2.0992,-1.3282,-0.3893,-0.9929,-0.0046,-0.1252,-0.2656,82.806
2026-04-22T19:23:41,2.2519,-1.2366,-0.5344,-0.9951,-0.001,-0.1262,-0.0558,82.771
2026-04-22T19:23:52,2.0382,-1.3588,-0.6031,-0.9949,-0.0071,-0.1287,-0.4044,82.6201
2026-04-22T19:24:02,2.0305,-1.1527,-0.5878,-0.9985,-0.0063,-0.1252,-0.3614,82.8418
2026-04-22T19:24:12,2.1679,-1.1908,-0.7405,-0.9951,0.0024,-0.126,0.1395,82.7837
2026-04-22T19:24:22,2.1679,-1.1298,-0.5725,-0.9956,-0.0073,-0.1287,-0.418,82.6247
2026-04-22T19:24:32,2.2824,-1.2977,-0.3969,-1.0146,-0.0132,-0.134,-0.738,82.439
2026-04-22T19:24:42,2.0763,-1.2595,-0.4046,-1.001,-0.0059,-0.1296,-0.3326,82.6131
2026-04-22T19:24:52,2.0763,-1.4656,-0.6031,-1.001,-0.0029,-0.1233,-0.1664,82.9762
2026-04-22T19:25:02,2.1603,-1.3053,-0.4962,-0.9954,-0.0068,-0.1282,-0.3903,82.652
2026-04-22T19:25:12,2.2137,-1.084,-0.5573,-0.9929,0.0151,-0.1313,0.8658,82.4151
2026-04-22T19:25:22,2.2214,-1.4809,-0.6412,-0.9902,-0.0007,-0.134,-0.042,82.2915
2026-04-22T19:25:32,2.1145,-1.2214,-0.5573,-0.9961,0.0002,-0.1345,0.0139,82.3088
2026-04-22T19:25:42,2.2748,-1.145,-0.4656,-0.9919,-0.002,-0.1309,-0.1118,82.484
2026-04-22T19:25:52,2.145,-1.1756,-0.6031,-0.9973,-0.0059,-0.1355,-0.3336,82.2559
2026-04-22T19:26:02,2.1374,-1.2672,-0.6794,-0.9854,-0.0081,-0.1282,-0.4645,82.5742
2026-04-22T19:26:12,2.1603,-1.2443,-0.6031,-0.9927,-0.0054,-0.1333,-0.3073,82.3457
2026-04-22T19:26:22,2.1069,-1.3893,-0.6947,-0.998,-0.002,-0.1118,-0.1114,83.6065
2026-04-22T19:26:32,2.0687,-1.1679,-0.5878,-0.9963,-0.0015,-0.1255,-0.0836,82.8209
2026-04-22T19:26:42,2.1374,-1.374,-0.3511,-0.9939,-0.0085,-0.1296,-0.4884,82.5526
2026-04-22T19:26:52,2.1756,-1.1603,-0.5038,-0.9919,-0.0073,-0.1345,-0.4192,82.2657
2026-04-22T19:27:02,2.0611,-1.3893,-0.5649,-0.998,-0.0051,-0.1306,-0.2918,82.5384
2026-04-22T19:27:12,2.229,-1.1832,-0.626,-0.9983,-0.0085,-0.1284,-0.4864,82.6538
2026-04-22T19:27:22,2.1679,-1.2672,-0.3435,-0.9927,-0.0039,-0.1277,-0.2236,82.667
