timestamp,gyro_x_dps,gyro_y_dps,gyro_z_dps,accel_x_g,accel_y_g,accel_z_g,rot_x_deg,rot_y_deg
2026-04-23T12:11:36,2.1221,-1.5038,-0.4351,1.0,0.019,-0.104,1.0851,-83.9644
2026-04-23T12:11:49,2.0992,-1.4198,-0.5954,0.9971,0.002,-0.0999,0.1117,-84.28
2026-04-23T12:12:02,2.2443,-1.5115,-0.458,1.0034,0.0308,-0.1013,1.7471,-83.9762
2026-04-23T12:12:15,2.1221,-1.6412,-0.4427,1.0049,0.0173,-0.1023,0.9832,-84.1052
2026-04-23T12:12:28,2.0382,-1.6412,-0.3664,0.9963,0.0168,-0.0959,0.9642,-84.4158
2026-04-23T12:12:41,2.0382,-1.6794,-0.4504,0.9951,0.0156,-0.1062,0.8945,-83.8432
2026-04-23T12:12:54,1.8321,-1.4809,-0.687,1.0037,0.0229,-0.1006,1.3033,-84.1309
2026-04-23T12:13:07,2.1069,-1.5573,-0.5649,1.0032,0.0227,-0.1062,1.2894,-83.8214
2026-04-23T12:13:20,0.0,-1.5878,-0.3282,0.9993,0.0159,-0.106,0.9048,-83.8803
2026-04-23T12:13:33,2.0763,-1.8473,-0.3969,1.0154,0.019,-0.0955,1.0697,-84.5241
2026-04-23T12:13:46,1.9618,-1.4504,-0.5344,0.988,0.0186,-0.1047,1.0699,-83.8555
2026-04-23T12:13:59,0.0076,-1.6794,-0.4504,0.9973,0.0173,-0.103,0.9905,-84.0197
