timestamp,cpu_temp_c,pmic_temp_c,passive_state,core_voltage_v,throttled
2026-04-22T20:09:41,47.225,39.5,0,0.86,0x0
2026-04-22T20:09:55,47.712,39.5,0,0.86,0x0
2026-04-22T20:10:08,47.712,39.5,0,0.86,0x0
2026-04-22T20:10:54,47.225,39.5,0,0.86,0x0
2026-04-22T20:11:07,47.225,39.5,0,0.86,0x0
2026-04-22T20:11:20,46.738,39.5,0,0.86,0x0
2026-04-22T20:11:33,47.225,39.5,0,0.86,0x0
2026-04-22T20:11:46,47.712,39.5,0,0.86,0x0
2026-04-22T20:11:59,47.712,39.5,0,0.86,0x0
2026-04-22T20:12:12,48.199,39.5,0,0.86,0x0
2026-04-22T20:12:25,47.225,39.5,0,0.86,0x0
