timestamp,cpu_temp_c,pmic_temp_c,passive_state,core_voltage_v,throttled
2026-04-22T19:02:36,46.738,37.4,0,0.86,0x0
2026-04-22T19:02:46,47.225,39.5,0,0.86,0x0
2026-04-22T19:02:56,48.199,39.5,0,0.86,0x0
2026-04-22T19:03:40,45.764,39.5,0,0.86,0x0
2026-04-22T19:03:50,47.712,39.5,0,0.86,0x0
2026-04-22T19:04:00,47.712,39.5,0,0.86,0x0
2026-04-22T19:04:10,46.738,39.5,0,0.86,0x0
2026-04-22T19:04:20,46.251,39.5,0,0.86,0x0
2026-04-22T19:04:30,47.225,39.5,0,0.86,0x0
2026-04-22T19:04:40,47.712,39.5,0,0.86,0x0
2026-04-22T19:04:50,47.225,39.5,0,0.86,0x0
2026-04-22T19:05:00,46.738,39.5,0,0.86,0x0
2026-04-22T19:05:10,47.225,39.5,0,0.86,0x0
2026-04-22T19:05:20,48.199,39.5,0,0.86,0x0
