timestamp,cpu_temp_c,pmic_temp_c,passive_state,core_voltage_v,throttled
2026-04-23T11:12:23,29.693,20.6,0,0.86,0x0
2026-04-23T11:12:36,29.693,20.6,0,0.86,0x0
2026-04-23T11:12:49,30.18,20.6,0,0.86,0x0
2026-04-23T11:13:02,30.667,20.6,0,0.86,0x0
2026-04-23T11:13:15,28.719,20.6,0,0.86,0x0
2026-04-23T11:13:28,30.667,22.7,0,0.86,0x0
2026-04-23T11:13:41,30.667,22.7,0,0.86,0x0
2026-04-23T11:13:54,31.641,22.7,0,0.86,0x0
2026-04-23T11:14:07,30.667,22.7,0,0.86,0x0
2026-04-23T11:14:20,30.667,22.7,0,0.86,0x0
2026-04-23T11:14:33,31.154,22.7,0,0.86,0x0
2026-04-23T11:14:46,32.128,22.7,0,0.86,0x0
2026-04-23T11:14:59,31.641,22.7,0,0.86,0x0
2026-04-23T11:15:12,32.615,24.8,0,0.86,0x0
2026-04-23T11:15:25,32.128,22.7,0,0.86,0x0
2026-04-23T11:15:38,31.154,22.7,0,0.86,0x0
2026-04-23T11:15:51,31.641,22.7,0,0.86,0x0
2026-04-23T11:16:04,32.615,22.7,0,0.86,0x0
2026-04-23T11:16:17,33.589,22.7,0,0.86,0x0
2026-04-23T11:16:31,31.154,22.7,0,0.86,0x0
2026-04-23T11:16:44,31.154,22.7,0,0.86,0x0
2026-04-23T11:16:57,31.154,20.6,0,0.86,0x0
2026-04-23T11:17:10,30.667,20.6,0,0.86,0x0
2026-04-23T11:17:23,29.693,20.6,0,0.86,0x0
2026-04-23T11:17:36,29.693,20.6,0,0.86,0x0
2026-04-23T11:17:49,30.667,20.6,0,0.86,0x0
2026-04-23T11:18:02,30.18,20.6,0,0.86,0x0
2026-04-23T11:18:15,30.667,20.6,0,0.86,0x0
2026-04-23T11:18:28,29.693,20.6,0,0.86,0x0
2026-04-23T11:18:41,29.693,20.6,0,0.86,0x0
2026-04-23T11:18:54,30.18,20.6,0,0.86,0x0
2026-04-23T11:19:07,31.154,20.6,0,0.86,0x0
2026-04-23T11:19:20,30.18,20.6,0,0.86,0x0
2026-04-23T11:19:33,29.693,20.6,0,0.86,0x0
2026-04-23T11:19:46,29.693,20.6,0,0.86,0x0
2026-04-23T11:19:59,29.206,20.6,0,0.86,0x0
2026-04-23T11:20:12,29.206,20.6,0,0.86,0x0
2026-04-23T11:20:25,29.693,20.6,0,0.86,0x0
2026-04-23T11:20:38,30.18,20.6,0,0.86,0x0
2026-04-23T11:20:51,29.206,20.6,0,0.86,0x0
2026-04-23T11:21:04,29.693,22.7,0,0.86,0x0
2026-04-23T11:21:17,29.693,20.6,0,0.86,0x0
2026-04-23T11:21:30,30.667,20.6,0,0.86,0x0
2026-04-23T11:21:43,29.693,20.6,0,0.86,0x0
2026-04-23T11:21:56,29.693,22.7,0,0.86,0x0
2026-04-23T11:22:09,30.18,22.7,0,0.86,0x0
2026-04-23T11:22:22,30.18,22.7,0,0.86,0x0
2026-04-23T11:22:35,31.154,22.7,0,0.86,0x0
2026-04-23T11:22:48,30.18,22.7,0,0.86,0x0
2026-04-23T11:23:01,31.154,22.7,0,0.86,0x0
2026-04-23T11:23:15,31.154,22.7,0,0.86,0x0
2026-04-23T11:23:28,30.667,22.7,0,0.86,0x0
2026-04-23T11:23:41,30.667,22.7,0,0.86,0x0
2026-04-23T11:23:54,30.18,22.7,0,0.86,0x0
2026-04-23T11:24:07,30.18,22.7,0,0.86,0x0
2026-04-23T11:24:20,30.667,22.7,0,0.86,0x0
2026-04-23T11:24:33,30.18,22.7,0,0.86,0x0
2026-04-23T11:24:46,30.18,20.6,0,0.86,0x0
2026-04-23T11:24:59,29.693,20.6,0,0.86,0x0
2026-04-23T11:25:12,29.693,20.6,0,0.86,0x0
2026-04-23T11:25:25,29.693,20.6,0,0.86,0x0
2026-04-23T11:25:38,28.232,20.6,0,0.86,0x0
2026-04-23T11:25:51,27.745,18.5,0,0.86,0x0
2026-04-23T11:26:04,26.771,18.5,0,0.86,0x0
2026-04-23T11:26:17,27.258,18.5,0,0.86,0x0
2026-04-23T11:26:30,26.771,18.5,0,0.86,0x0
2026-04-23T11:26:43,26.771,18.5,0,0.86,0x0
2026-04-23T11:26:56,27.258,20.6,0,0.86,0x0
2026-04-23T11:27:09,28.232,18.5,0,0.86,0x0
2026-04-23T11:27:22,28.232,18.5,0,0.86,0x0
2026-04-23T11:27:35,27.745,18.5,0,0.86,0x0
2026-04-23T11:27:49,27.745,20.6,0,0.86,0x0
2026-04-23T11:28:02,26.771,20.6,0,0.86,0x0
2026-04-23T11:28:15,28.719,20.6,0,0.86,0x0
2026-04-23T11:28:28,28.719,20.6,0,0.86,0x0
2026-04-23T11:28:41,28.232,20.6,0,0.86,0x0
2026-04-23T11:28:54,27.745,20.6,0,0.86,0x0
2026-04-23T11:29:07,29.206,20.6,0,0.86,0x0
2026-04-23T11:29:20,27.745,20.6,0,0.86,0x0
2026-04-23T11:29:33,29.206,20.6,0,0.86,0x0
2026-04-23T11:29:46,28.232,20.6,0,0.86,0x0
2026-04-23T11:29:59,28.719,20.6,0,0.86,0x0
2026-04-23T11:30:12,28.232,20.6,0,0.86,0x0
2026-04-23T11:30:25,27.745,20.6,0,0.86,0x0
2026-04-23T11:30:38,28.232,20.6,0,0.86,0x0
2026-04-23T11:30:51,27.745,20.6,0,0.86,0x0
2026-04-23T11:31:04,28.719,20.6,0,0.86,0x0
2026-04-23T11:31:17,28.719,20.6,0,0.86,0x0
2026-04-23T11:31:30,26.771,20.6,0,0.86,0x0
2026-04-23T11:31:43,28.719,20.6,0,0.86,0x0
2026-04-23T11:31:56,28.232,20.6,0,0.86,0x0
2026-04-23T11:32:09,29.206,20.6,0,0.86,0x0
2026-04-23T11:32:23,29.206,22.7,0,0.86,0x0
2026-04-23T11:32:36,28.719,22.7,0,0.86,0x0
2026-04-23T11:32:49,29.206,22.7,0,0.86,0x0
2026-04-23T11:33:02,31.641,22.7,0,0.86,0x0
2026-04-23T11:33:15,29.693,22.7,0,0.86,0x0
2026-04-23T11:33:28,29.693,22.7,0,0.86,0x0
2026-04-23T11:33:41,29.693,24.8,0,0.86,0x0
2026-04-23T11:33:54,30.667,24.8,0,0.86,0x0
2026-04-23T11:34:07,31.154,24.8,0,0.86,0x0
2026-04-23T11:34:20,32.128,24.8,0,0.86,0x0
2026-04-23T11:34:33,32.128,24.8,0,0.86,0x0
2026-04-23T11:34:46,32.615,24.8,0,0.86,0x0
2026-04-23T11:34:59,33.102,24.8,0,0.86,0x0
2026-04-23T11:35:12,33.102,24.8,0,0.86,0x0
2026-04-23T11:35:25,33.589,24.8,0,0.86,0x0
2026-04-23T11:35:38,34.076,24.8,0,0.86,0x0
2026-04-23T11:35:51,32.615,24.8,0,0.86,0x0
2026-04-23T11:36:04,31.154,22.7,0,0.86,0x0
2026-04-23T11:36:17,32.128,22.7,0,0.86,0x0
2026-04-23T11:36:30,29.206,22.7,0,0.86,0x0
2026-04-23T11:36:43,30.18,20.6,0,0.86,0x0
2026-04-23T11:36:56,29.206,20.6,0,0.86,0x0
2026-04-23T11:37:09,29.693,20.6,0,0.86,0x0
2026-04-23T11:37:22,30.18,22.7,0,0.86,0x0
2026-04-23T11:37:35,30.667,22.7,0,0.86,0x0
2026-04-23T11:37:48,29.693,22.7,0,0.86,0x0
2026-04-23T11:38:01,30.18,22.7,0,0.86,0x0
2026-04-23T11:38:15,30.18,22.7,0,0.86,0x0
2026-04-23T11:38:28,30.667,22.7,0,0.86,0x0
2026-04-23T11:38:41,31.154,22.7,0,0.86,0x0
2026-04-23T11:38:54,31.641,24.8,0,0.86,0x0
2026-04-23T11:39:07,31.641,24.8,0,0.86,0x0
2026-04-23T11:39:20,32.128,24.8,0,0.86,0x0
2026-04-23T11:39:33,32.128,24.8,0,0.86,0x0
2026-04-23T11:39:46,32.128,24.8,0,0.86,0x0
2026-04-23T11:39:59,32.615,24.8,0,0.86,0x0
2026-04-23T11:40:12,32.128,24.8,0,0.86,0x0
2026-04-23T11:40:25,32.128,24.8,0,0.86,0x0
2026-04-23T11:40:38,31.154,22.7,0,0.86,0x0
2026-04-23T11:40:51,30.18,20.6,0,0.86,0x0
2026-04-23T11:41:04,30.667,22.7,0,0.86,0x0
2026-04-23T11:41:17,30.667,22.7,0,0.86,0x0
2026-04-23T11:41:30,30.667,22.7,0,0.86,0x0
2026-04-23T11:41:43,30.18,20.6,0,0.86,0x0
2026-04-23T11:41:56,29.693,20.6,0,0.86,0x0
2026-04-23T11:42:09,29.206,22.7,0,0.86,0x0
2026-04-23T11:42:22,29.693,22.7,0,0.86,0x0
2026-04-23T11:42:35,30.18,22.7,0,0.86,0x0
2026-04-23T11:42:48,30.18,22.7,0,0.86,0x0
2026-04-23T11:43:01,30.18,22.7,0,0.86,0x0
2026-04-23T11:43:14,30.18,22.7,0,0.86,0x0
2026-04-23T11:43:27,31.154,24.8,0,0.86,0x0
2026-04-23T11:43:40,30.18,22.7,0,0.86,0x0
2026-04-23T11:43:53,31.641,22.7,0,0.86,0x0
2026-04-23T11:44:06,30.667,22.7,0,0.86,0x0
2026-04-23T11:44:19,31.641,22.7,0,0.86,0x0
2026-04-23T11:44:32,31.641,22.7,0,0.86,0x0
2026-04-23T11:44:45,31.641,24.8,0,0.86,0x0
2026-04-23T11:44:58,30.18,22.7,0,0.86,0x0
2026-04-23T11:45:11,31.154,22.7,0,0.86,0x0
2026-04-23T11:45:25,30.18,22.7,0,0.86,0x0
2026-04-23T11:45:38,30.667,22.7,0,0.86,0x0
2026-04-23T11:45:51,30.667,22.7,0,0.86,0x0
2026-04-23T11:46:04,31.641,22.7,0,0.86,0x0
2026-04-23T11:46:17,31.154,22.7,0,0.86,0x0
2026-04-23T11:46:30,31.641,24.8,0,0.86,0x0
2026-04-23T11:46:43,32.128,24.8,0,0.86,0x0
2026-04-23T11:46:56,32.615,22.7,0,0.86,0x0
2026-04-23T11:47:09,31.641,22.7,0,0.86,0x0
2026-04-23T11:47:22,30.18,22.7,0,0.86,0x0
2026-04-23T11:47:35,30.18,22.7,0,0.86,0x0
2026-04-23T11:47:48,29.693,22.7,0,0.86,0x0
2026-04-23T11:48:01,28.719,22.7,0,0.86,0x0
2026-04-23T11:48:14,28.719,20.6,0,0.86,0x0
2026-04-23T11:48:27,30.18,20.6,0,0.86,0x0
2026-04-23T11:48:40,29.206,20.6,0,0.86,0x0
2026-04-23T11:48:53,28.232,20.6,0,0.86,0x0
2026-04-23T11:49:06,29.206,20.6,0,0.86,0x0
2026-04-23T11:49:19,29.693,20.6,0,0.86,0x0
2026-04-23T11:49:32,29.693,20.6,0,0.86,0x0
2026-04-23T11:49:45,28.719,20.6,0,0.86,0x0
2026-04-23T11:49:58,29.206,20.6,0,0.86,0x0
2026-04-23T11:50:11,28.232,20.6,0,0.86,0x0
2026-04-23T11:50:24,29.693,20.6,0,0.86,0x0
2026-04-23T11:50:37,28.232,20.6,0,0.86,0x0
2026-04-23T11:50:50,30.18,20.6,0,0.86,0x0
2026-04-23T11:51:03,29.693,20.6,0,0.86,0x0
2026-04-23T11:51:16,29.206,22.7,0,0.86,0x0
